Author_ID	FName	Minit	LName
14840	Susan	E	Phillips
14841	Danielle	NULL	Steel
14842	Peggy	NULL	Noonan
14843	Matthew	L	Martello
14844	C.J.	NULL	Beck
14845	Thomas	K	Spencer
14846	Lewis	NULL	Thomas
14847	Tom	NULL	Brannon
14848	National	G	Gibson
14849	Jane	NULL	Haddam
14850	Lynne	NULL	Ewing
14851	Dean	NULL	Koontz
14852	Patricia	NULL	Moyes
14853	Elizabeth	NULL	George
14854	Marion	Z	L.
14855	Nora	NULL	Roberts
14856	Alexandra	NULL	Sellers
14857	Alexandra	NULL	Sellers
14858	Caroline	NULL	Cross
14859	Stephen	R	George
14860	Melinda	NULL	Haynes
14861	Esther	NULL	Freisner
14862	Charles	L	Grant
14863	Bentley		Little
14864	Martin	H	Waugh
14865	Simon	&	Schuster
14866	Mary	NULL	Stewart
14867	Lawrence	NULL	Sanders
14868	Lawrence	NULL	Sanders
14869	Gina	I	Lopez
14870	Peggy	P	Siebel
14871	Elizabeth	W	Hyman
14872	Boris	NULL	Vian
14873	Patrick	S	Lorthol
14874	Nelson	NULL	DeMille
14875	James	NULL	Patterson
14876	Anne	NULL	Tyler
14877	Judith	NULL	Guest
14878	James	NULL	Patterson
14879	Mary	M	Morris
14880	Nelson	NULL	DeMille
14881	Richard	N	Patterson
14882	Michael	E	Quadflieg
14883	William	NULL	Goldman
14884	Neil	G	Amano
14885	Neil	G	Jones
14886	H.P.	L	Bloch
14887	D.	H	Lawrence
14888	Neal	NULL	Stephenson
14889	Gregory	NULL	Mcdonald
14890	Terry	NULL	Pratchett
14891	Terry	NULL	Pratchett
14892	Neil	G	Vess
14893	Neil	NULL	Gaiman
14894	Sandra	NULL	Steffen
14895	JoAnn	NULL	Ross
14896	JoAnn	NULL	Ross
14897	Barbara	NULL	Delinsky
14898	Carly	NULL	Bishop
14899	Jasmine	NULL	Cresswell
14900	Judith	NULL	Arnold
14901	Shannon	NULL	Waverly
14902	Lindsay	NULL	Mckenna
14903	Sheila	NULL	Simonson
14904	Margaret	NULL	St.George
14905	Judy	NULL	Christenberry
14906	Charles	D	Lint
14907	Roald	D	Bennett
14908	Neil	G	Dringenberg
14909	Neil	G	McKean
14910	Neil	G	Mckean
14911	Charles	D	Lint
14912	Charles	D	Lint
14913	Neil	G	McKean
14914	Charles	D	Flint
14915	Catherine	NULL	Gaskin
14916	Julie	NULL	Smith
14917	Judith	NULL	Bowen
14918	Susan	NULL	Mallery
14919	Stephen	NULL	King
14920	Catherine	NULL	Gaskin
14921	Agatha	NULL	Christie
14922	Neil	NULL	Gaiman
14923	Charles	D	Lint
14924	Neil	G	Pratchett
14925	Charlotte	NULL	Bronte
14926	Alexandre	D	Sudley
14927	Anne	NULL	Rice
14928	K.	N	Casper
14929	Patricia	G	Evans
14930	Janet	NULL	Dailey
14931	K.C.	NULL	McKinnon
14932	Mary	A	Monroe
14933	Lisa	NULL	Jackson
14934	Susan	W	Albert
14935	Debbie	M	Quinn
14936	Tara	T	Quinn
14937	Amanda	NULL	Stevens
14938	Cassie	NULL	Edwards
14939	Beverly	NULL	Barton
14940	Meredith	NULL	Webber
14941	Linda	NULL	Howard
14942	Karen	NULL	Kendall
14943	Donna	NULL	Simpson
14944	David	NULL	Pickering
14945	Georgette	NULL	Heyer
14946	Gwyneth	NULL	Jones
14947	William	H	Armstrong
14948	Christie	NULL	Christie
14949	Roald	NULL	Dahl
14950	Agatha	NULL	Christie
14951	Plato,Eric	H	D.
14952	Phyllis	A	Whitney
14953	Sandra	NULL	Brown
14954	Gary	NULL	Paulsen
14955	Catherine	NULL	Coulter
14956	Mario	NULL	Puzo
14957	LaVyrle	NULL	Spencer
14958	Christine	NULL	Flynn
14959	Connie	NULL	Flynn
14960	Georgette	NULL	Heyer
14961	Georgette	NULL	Heyer
14962	Georgette	NULL	Heyer
14963	Georgette	NULL	Heyer
14964	Georgette	NULL	Heyer
14965	Elizabeth	NULL	Bevarly
14966	LaVyrle	NULL	Spencer
14967	Arthur	C	Doyle
14968	Johanna	NULL	Reiss
14969	Arthur	C	Doyle
14970	Bill	NULL	Thomas
14971	Poppy	Z	Clark
14972	Kurt	NULL	Vonnegut
14973	Andre	NULL	Norton
14974	Sidney	NULL	Sheldon
14975	Sidney	NULL	Sheldon
14976	Sidney	NULL	Sheldon
14977	Neil	NULL	Gaiman
14978	Georgette	NULL	Heyer
14979	Joan	W	Anglund
14980	C.	S	Baynes
14981	Nora	NULL	Roberts
14982	Neil	NULL	Gaiman
14983	Joanne	NULL	Harris
14984	Assata	S	Davis
14985	Susan	P	Schutz
14986	Philip	NULL	Norman
14987	Frank	NULL	Herbert
14988	Charles	D	Lint
14989	James	NULL	Tate
14990	Caitlin	R	Kiernan
14991	Georgette	H	Medeiros
14992	CHRISTOPHER	NULL	FOWLER
14993	Peter	NULL	Washington
14994	Walter	NULL	Mosley
14995	Michael	NULL	Heatley
14996	Helen	NULL	Exley
14997	The	NULL	Beatles
14998	Annie	L	Sontag
14999	Patrick	NULL	McGrath
15000	Nick	NULL	Hornby
15001	Mike	NULL	Gayle
15002	Elaine	NULL	Fox
15003	Margaret	NULL	Atwood
15004	Graham	NULL	Joyce
15005	Sidney	NULL	Sheldon
15006	Ray	NULL	Bradbury
15007	Jonathan	NULL	Kozol
15008	Ray	NULL	Bradbury
15009	Aimee	NULL	Thurlo
15010	Muriel	NULL	Jensen
15011	Catherine	NULL	George
15012	Julie	NULL	Kistler
15013	Rebecca	Y	Vest
15014	Jayne	A	Krentz
15015	Gwynne	NULL	Forster
15016	Kathleen	NULL	Korbel
15017	Marilyn	NULL	Pappano
15018	Kim	C	Cates
15019	Ann	NULL	Evans
15020	Stella	NULL	Cameron
15021	Duke,Elizabeth	NULL	Duke
15022	Jessica	NULL	Steele
15023	Jayne	A	Krentz
15024	Goldrick	NULL	Goldrick
15025	Alan	NULL	Cackett
15026	Lloyd	NULL	Alexander
15027	Adrianne	NULL	Lee
15028	Ginna	NULL	Gray
15029	George	S	Smith
15030	Sherryl	NULL	Woods
15031	Lynnette	NULL	Kent
15032	Eve	NULL	Gaddy
15033	Anne	NULL	Stuart
15034	Patricia	NULL	Hagan
15035	Robert	A	Heinlein
15036	Robert	A	Heinlein
15037	Eric	NULL	Garcia
15038	Susan	NULL	Cooper
15039	Susan	C	Heslop
15040	Monica	F	Cushman
15041	Susan	NULL	Conant
15042	Susan	NULL	Conant
15043	Susan	NULL	Conant
15044	Ron	NULL	Picarski
15045	Wayne	L	Baechle
15046	John	P	Clark
15047	Mercer	NULL	Mayer
15048	Richard	A	Clarke
15049	Barbara	NULL	Michaels
15050	Susan	NULL	Conant
15051	Zenna	H	Olson,Elizabe
15052	Monica	NULL	Furlong
15053	Monica	NULL	Furlong
15054	Nancy	NULL	Springer
15055	Nancy	NULL	Springer
15056	Orson	S	Card
15057	Orson	S	Card
15058	Orson	S	Card
15059	Perri	NULL	O'Shaughnessy
15060	Jan	NULL	Burke
15061	Robert	NULL	McCammon
15062	Gayle	NULL	Lynds
15063	Lynn	S	Hightower
15064	Barbara	NULL	Parker
15065	Mariah	NULL	Stewart
15066	Kay	NULL	Hooper
15067	Susan	NULL	Alcorn
15068	Kay	NULL	Hooper
15069	Earlene	NULL	Fowler
15070	Eoin	NULL	Colfer
15071	Benjamin	NULL	Hoff
15072	Leonard	NULL	Sanders
15073	Kay	NULL	Hooper
15074	Susan	NULL	Conant
15075	Jonathan	NULL	Kellerman
15076	Lois	NULL	Ehlert
15077	Virginia	E	Wolff
15078	Andrew	W	M.D.
15079	Mercer	M	Mayer
15080	Laura	I	Williams
15081	Jack	C	Biggs
15082	Margo	L	Productions
15083	Melissa	G	Durrell
15084	Janet	A	Bloss
15085	Anna	NULL	Sewell
15086	Cynthia	NULL	Voigt
15087	Lisa	NULL	Jackson
15088	R.	L	Stine
15089	Ann	M	Martin
15090	Betsy	NULL	Haynes
15091	J.A.	NULL	Jance
15092	Janet	NULL	Evanovich
15093	Nancy	NULL	Friday
15094	Henry	F	Mutter
15095	Wilkie	NULL	Collins
15096	Piero	F	Dönges
15097	Linda	A	Lenz
15098	Peter	NULL	Irons
15099	Armistead	NULL	Maupin
15100	John	NULL	Grisham
15101	David	NULL	Sedaris
15102	Ethan	NULL	Canin
15103	Gabriel	G	Marquez
15104	Paul	NULL	Monette
15105	Alan	NULL	Spence
15106	Kenneth	G	Lawrie
15107	Pierre	NULL	Laurendeau
15108	Jean-Joseph	NULL	Julaud
15109	Higgins	NULL	Clark
15110	Mary	H	Clark
15111	Mary	H	Clark
15112	Hervé	NULL	Bazin
15113	Boris	V	Pestureau
15114	Raymond	Q	Renard
15115	H.	G	Wells
15116	Herbert	G	Pierhal
15117		NULL	
15118	Hugo	NULL	Hugo
15119	J.R.R.	T	Ledoux
15120	Herve	NULL	Bazin
15121	Hervé	NULL	Bazin
15122	Jean	NULL	Giono
15123	Beaumarchais	NULL	Beaumarchais
15124	Pierre	A	Beaumarchais
15125	Jean	NULL	Markale
15126	Tony	NULL	Hillerman
15127	Maeve	NULL	Binchy
15128	Evelyn	NULL	Vaughn
15129	Sara	NULL	Craven
15130	Leigh	NULL	Michaels
15131	Darcy	NULL	Darcy
15132	Raye	NULL	Morgan
15133	Judy	NULL	Christenberry
15134	Raye	NULL	Morgan
15135	Carole	NULL	Mortimer
15136	Grace	NULL	Green
15137	Jerry	NULL	Murray
15138	Meg	NULL	Cabot
15139	Lindsay	NULL	Armstrong
15140	Jacqueline	NULL	Diamond
15141	Lindsay	NULL	Armstrong
15142	R.L.	NULL	Stine
15143	Lucy	NULL	Gordon
15144	Kensington	NULL	Kensington
15145	Ellis	NULL	Peters
15146	J.R.R.	NULL	Tolkien
15147	Max	NULL	Lucado
15148	Isabel	A	Bogin
15149	Garrison	NULL	Keillor
15150	Virginia	H	Keith
15151	Franz	NULL	Rottensteiner
15152	Ivan	NULL	Doig
15153	Editor-Peace	NULL	Corps
15154	Thucydides,M.	I	Warner
15155	David	NULL	Helvarg
15156		NULL	
15157	Agatha	NULL	Christie
15158	Alice	NULL	McDermott
15159	Tessa	NULL	Duder
15160	Erika	NULL	Friedl
15161	Andrew	L	Staniforth
15162	Elspeth	NULL	Huxley
15163	Elizabeth	L	Post
15164	Margaret	NULL	Atwood
15165	Terry	NULL	McMillan
15166	Michele	B	Slung
15167	Wilson	NULL	Rawls
15168	Patrick	NULL	Galvin
15169	Jean	M	Bacon
15170	Henry	J	Torsney
15171	Katherine	P	Diamond
15172	Eilis	NULL	Dillon
15173	Diana	NULL	Gabaldon
15174	Gelsey	NULL	Kirkland
15175	F.	S	Fitzgerald
15176	Maya	NULL	Angelou
15177	Neale	D	Walsch
15178	Fred	NULL	Rogers
15179	Agatha	NULL	Christie
15180	Marion	Z	Bradley
15181	Jude	NULL	Deveraux
15182	Olive	A	Burns
15183	Charles	M	Schulz
15184	Nina	NULL	Bawden
15185	Arthur	NULL	Miller
15186	Gustave	NULL	Flaubert
15187	Elizabeth	NULL	George
15188	Cynthia	NULL	Voigt
15189	Joan	L	Nixon
15190	Julie	A	Westerman
15191	James	D	Wakatsuki
15192	Alexandra	NULL	Fuller
15193	Hans	U	Harrison
15194	Eugene	H	Peterson
15195	Neil	G	Brust,Clive
15196	Sylvia	NULL	Plath
15197	Joseph	C	Seymour-
15198	Marvel	B	Claremont
15199	Fyodor	NULL	Dostoyevsky
15200	Alexandre	NULL	Dumas
15201	Adrian	NULL	Plass
15202	Stephen	NULL	King
15203	Jean	M	Auel
15204	James	M	Wall
15205	Charles	E	Rosenberg
15206	Douglas	NULL	Niles
15207	Daniella	G	Kollwitz
15208	Robert	NULL	Waterman
15209	Margaret	W	Hickman
15210	JAMES	A	Thom
15211	Michael	NULL	Chabon
15212	Amy	M	Fox-davies
15213	Jeanne	W	Rees
15214	Heather	A	Cartwright
15215	Diana	H	Chapman
15216	Inga	M	Moore
15217	Rev.	W	Awdry
15218	Libby	B	Dodds
15219	Jan	M	Ross
15220	Michael	R	Oxenbury
15221	Penny	D	Dale
15222	Jane	NULL	Hissey
15223	Michael	NULL	Foreman
15224	Emma	C	Clark
15225	Rev.	W	Awdry
15226	Sally	NULL	Hunter
15227	A.J.	W	Kneen
15228	Eric	NULL	Hill
15229	Jean	NULL	Cocteau
15230	Jonathan	NULL	Coe
15231	Danielle	NULL	Steel
15232	Len	NULL	Wein
15233	Bruce	NULL	Jones
15234	Eugène	NULL	Ionesco
15235	Loana	NULL	Petrucciani
15236	Rachel	NULL	Seiffert
15237	Franz	NULL	Kafka
15238	Makyo,Vicomte	NULL	Makyo,Vicomte
15239	Laurent	V	Makyo
15240	Laurent	V	Makyo
15241	Roald	D	Blake
15242	Roald	D	Farré
15243	Tim	NULL	Burton
15244	Thomas	NULL	Harris
15245	Beatrix	NULL	Potter
15246	Michael	NULL	Bond
15247	Bram	S	Hindle,Christop
15248	Eiji	NULL	Yoshikawa
15249	Andrew	NULL	Vachss
15250	Primo	NULL	Levi
15251	Emmanuel	NULL	Carrère
15252	Pierre	NULL	Bayard
15253	Riyoko	NULL	Ikeda
15254	Riyoko	NULL	Ikeda
15255	Marc	NULL	Levy
15256	George	NULL	Orwell
15257	D.H.	NULL	LAWRENCE
15258	Victor	H	Chamarat
15259	Jean	NULL	Giraudoux
15260	François	NULL	Lelord
15261	Philip	K	Domérieux
15262	Terry	NULL	Pratchett
15263	M.	S	Lukac
15264	Michael	NULL	Ondaatje
15265	Swami	P	Manchester
15266	Shaun	NULL	Gayle
15267	Jack	V	Gille
15268	Colleen	NULL	McCullough
15269	Elizabeth	NULL	Knox
15270	Blanche	NULL	D'alpuget
15271	Matthew	R	Pacey
15272	Dermot	NULL	Bolger
15273	Gordon	NULL	Hutner
15274	Edith	NULL	Wharton
15275	John	NULL	Banville
15276	John	NULL	Lanchester
15277	R.	L	Stine
15278	Gillian	NULL	Rubinstein
15279	Lee	NULL	Striker
15280	Wilkie	NULL	Collins
15281	Bob	NULL	Smith
15282	Mccullough	NULL	Colleen
15283	Barbara	NULL	Vine
15284	Peter	NULL	James
15285	Joseph	NULL	Conrad
15286	Stuart	A	Jackson
15287	Anita	NULL	Roddick
15288	Aimee	NULL	Liu
15289	Blake	M	Coady
15290	Takashi	NULL	Matsuoka
15291	Niccolo	A	Hunt
15292	Janette	T	Hospital
15293	David	NULL	Zindell
15294	M.	NULL	Oliver
15295	Caroline	NULL	Hamilton
15296	Stephen	NULL	Lawhead
15297	Susan	NULL	Howatch
15298	James	NULL	McKean
15299	Sophy	NULL	Burnham
15300	Jane	NULL	Urquhart
15301	J.	G	Ballard
15302	Clea	NULL	Koff
15303	Maggie	NULL	Alderson
15304	Pat	NULL	Cadigan
15305	Michael	NULL	Ondaatje
15306	Christy	NULL	Campbell
15307	James	NULL	Runcie
15308	Mark	NULL	Burnell
15309	Melina	NULL	Marchetta
15310	Patrick	NULL	White
15311	Tim	NULL	Winton
15312	Tim	NULL	Winton
15313	Jodi	NULL	Picoult
15314	Jodi	NULL	Picoult
15315	Liza	NULL	Dalby
15316	Ruth	NULL	Park
15317	David	NULL	Reynolds
15318	Philip	NULL	Casey
15319	Luiz	A	Garcia-Roza
15320	Liu	NULL	Hong
15321	Paul	NULL	Theroux
15322	Vladimir	NULL	Nabokov
15323	Thomas	NULL	Cahill
15324	Nicole	NULL	Mones
15325	Umberto	E	Weaver
15326	Iain	NULL	Pears
15327	Thomas	NULL	Merton
15328	Peter	NULL	Hill
15329	William	L	Heat-Moon
15330	Adrienne	NULL	Jansen
15331	Bill	NULL	Bryson
15332	Thomas	NULL	Pynchon
15333	Joe	NULL	Simpson
15334	John	NULL	Darnton
15335	Mineko	I	Brown
15336	Douglas	NULL	Preston
15337	Marcos	M	Villatoro
15338	Kensington	NULL	Kensington
15339	Katherine	H	Page
15340	Tom	NULL	Park
15341	Patricia	NULL	Cornwell
15342	James	NULL	Gleick
15343	John	NULL	Saul
15344	Kathy	NULL	Reichs
15345	Michael	NULL	McCall
15346	Dorothea	B	Frank
15347	Jerry	NULL	Bledsoe
15348	Lawrence	NULL	Sanders
15349	Stephen	J	Cannell
15350	Ellen	NULL	Ullman
15351	Stephen	NULL	King
15352	Joann	NULL	Scheck
15353	Tom	R	Nouri
15354	Arnette	NULL	Lamb
15355	Jordan	S	Rubin
15356	Tom	NULL	Clancy
15357	Jeffery	NULL	Deaver
15358	Nancy	R	Reagan
15359	Olive	A	Kenison
15360	Philip	J	Davis
15361	Shelly	NULL	Christiansen
15362	Robin	NULL	Heath
15363	Alisa;	H	Bauman
15364	Carl	N	Dubois
15365	Claude	NULL	McKay
15366	Donald	NULL	Hall
15367	Ararat	NULL	Iyob
15368	Judith	W	Wolinsky
15369	Christmas	NULL	Humphreys
15370	Maya	NULL	Angelou
15371	Carroll	NULL	O'connor
15372	Marjorie	NULL	Holmes
15373	Doris	P	Williams
15374	Bob	NULL	Greene
15375	Jeff	NULL	Friedman
15376	Helen	S	Rice
15377	Sinclair	NULL	Lewis
15378	Jeffery	NULL	Deaver
15379	Carol	NULL	Guess
15380	Annie	NULL	Ernaux
15381	Roberto	NULL	Calasso
15382	Dudley	F	Fitzgerald,Sophocles
15383	J.R.R.	NULL	Tolkien
15384	Irving	NULL	Stone
15385	Jacquie	NULL	D'Alessandro
15386	Judith	NULL	Arnold
15387	Suzanne	NULL	Brockmann
15388	Nicole	NULL	Burnham
15389	Sandra	NULL	Brown
15390	Lynn	NULL	Erickson
15391	Loree	NULL	Lough
15392	Peggy	NULL	Nicholson
15393	Dawn	NULL	Stewardson
15394	Tara	T	Quinn
15395	Crystal	NULL	Green
15396	Ellen	NULL	James
15397	Julie	NULL	Leto
15398	Rebecca	NULL	Winters
15399	Joleen	NULL	Daniels
15400	Jeane	NULL	Renick
15401	Charlotte	V	Allen
15402	Frank	NULL	Peretti
15403	Peg	NULL	Sutherland
15404	Tracy	NULL	Hughes
15405	Ginna	NULL	Gray
15406	Diane	M	Davidson
15407	Nan	NULL	Ryan
15408	Barbara	NULL	Delinsky
15409	Jeff	NULL	Mariotte
15410	Danielle	NULL	Steel
15411	Sandra	NULL	Brown
15412	Len	NULL	Deighton
15413	Lucille	NULL	Kallen
15414	Joseph	NULL	Flynn
15415	Richard	NULL	Herman
15416	Pam	NULL	Binder
15417	Lawrence	NULL	Sanders
15418	Anne	NULL	Kelleher
15419	Elizabeth	NULL	Massie
15420	Elizabeth	NULL	Thornton
15421	Melanie	NULL	Jackson
15422	Christina	NULL	Kingston
15423	Cindy	NULL	Harris
15424	Harbison	NULL	Harbison
15425	Kenneth	C	Flint
15426	Jan	NULL	McKee
15427	Catherine	H	Tidd
15428	V.C.	NULL	Andrews
15429	LaVyrle	NULL	Spencer
15430	Rosemary	NULL	Rogers
15431	LaVyrle	NULL	Spencer
15432	Amanda	NULL	Quick
15433	Tess	NULL	Gerritsen
15434	Amanda	NULL	Stevens
15435	Margaret	NULL	Moore
15436	Peggy	NULL	Bechko
15437	Jessica	NULL	Hall
15438	Jayne	A	Krentz
15439	Catherine	NULL	Coulter
15440	Joanne	NULL	Bremer
15441	Amanda	NULL	Quick
15442	Iris	NULL	Johansen
15443	Lindsay	NULL	Longford
15444	Catherine	NULL	Coulter
15445	Patti	NULL	Berg
15446	Harrison	E	Salisbury
15447	Judy	NULL	Gill
15448	Dani	NULL	Sinclair
15449	Sharon	NULL	Sala
15450	Carolyn	NULL	Greene
15451	Anne	NULL	Mather
15452	Rita	NULL	Herron
15453	Susan	NULL	Fox
15454	Kate	NULL	Walker
15455	Neesa	NULL	Hart
15456	Kay	NULL	Thorpe
15457	Kimberly	NULL	Raye
15458	June	NULL	Strong
15459	Candace	NULL	Camp
15460	Julie	NULL	Garwood
15461	Selma	NULL	Eichler
15462	Phoebe	NULL	Conn
15463	Maeve	NULL	Binchy
15464	Debra	NULL	Webb
15465	Deborah	NULL	Camp
15466	Joy	NULL	Reed
15467	Susan	NULL	Johnson
15468	Roz	D	Fox
15469	Shirl	NULL	Henke
15470	Harper	NULL	Allen
15471	R.	NULL	Forster
15472	Jill	NULL	Barnett
15473	Charlotte	NULL	Maclay
15474	Linda	L	Miller
15475	Kasey	NULL	Michaels
15476	Martin	H	Arthurs
15477	Donna	NULL	Schaff
15478	Aimee	NULL	Thurlo
15479	Steve	M	Daniel
15480	Karl	M	Engels
15481	ダン・デプロスペロ,ジャッキー・デプロスペロ	NULL	ダン・デプロスペロ,ジャッキー・デプロスペロ
15482	Griffin	NULL	Publishing
15483	Anne	NULL	Rice
15484	Klutz	NULL	Press
15485	John	T	Moore
15486	Manuel	NULL	Puig
15487	Melissa	M	K
15488	Jea	NULL	Yu
15489	Professor	P	Singer
15490	David	NULL	Ogilvy
15491	Camille	NULL	Paglia
15492	Steven	NULL	Pinker
15493	Joy	NULL	Behar
15494	Lydia	NULL	Davis
15495	Mark	C	Baker
15496	Stephen	NULL	King
15497	Stephen	NULL	King
15498	Paul	NULL	Fussell
15499	Steven	B	Bennis
15500	John	NULL	Bruer
15501	Geoffrey	N	Eco
15502	George	L	Skinner
15503	Saul	NULL	Bellow
15504	Pema	NULL	Chodron
15505	Judith	S	Blakeslee
15506	Christopher	NULL	Bates
15507	Kenneth	K	Farrell
15508	Bill	NULL	Bryson
15509	Robert	NULL	Bolton
15510	Siobhan	NULL	Adcock
15511	Iyanla	NULL	Vanzant
15512	Robert	NULL	Storey
15513	Herb	NULL	Goldberg
15514	Tuiavii,Peter	C	Scheurmann
15515	Roger	L	Frazier
15516	Lars-Gunnar	A	Trudgill
15517	Laurie	B	Trudgill
15518	Nigel	NULL	Warburton
15519	Jason	NULL	Wood
15520	S.	NULL	Cannavo
15521	Jonathan	NULL	Glover
15522	Philip	NULL	Roth
15523	Kenneth	NULL	Wilkinson
15524	Richard	NULL	Ford
15525	Nick	NULL	Hornby
15526	Alain	D	Botton
15527	Vicki	NULL	Robin
15528	Kenneth	C	Brislin
15529	John	NULL	Gardner
15530	Marti	O	Psy.D.
15531	Milan	K	Asher
15532	Milan	NULL	Kundera
15533	Daniel	L	Schacter
15534	Peter	NULL	Trudgill
15535	Jean	NULL	Aitchison
15536	John	NULL	Berger
15537	Thomas	H	Heilman
15538	Daniel	NULL	Defoe
15539	Jean	K	Pipher
15540	D.	H	DeSalvo
15541	L.	R	Kohls
15542	Ed	NULL	Zotti
15543	Eric	NULL	Maisel
15544	Charles	NULL	Wheelan
15545	Chuck	NULL	Palahniuk
15546	Stephen	NULL	King
15547	Robert	NULL	Wright
15548	Sinclair	NULL	Lewis
15549	Richard	NULL	Preston
15550	Ken	NULL	Foster
15551	Herbert	R	Kozol
15552	Erving	NULL	Goffman
15553	Douglas	NULL	Rushkoff
15554	John	C	Hahn
15555	Richard	A	Edney
15556	Michael	L	Hill
15557	Gary	A	Davis
15558	Robert	NULL	Fisher
15559	Richard	W	Elder
15560	Lou	NULL	Marinoff
15561	Richard	NULL	Baudians
15562	Kathlyn	NULL	Gay
15563	Cecil	NULL	Adams
15564	Michael	S	Walter
15565	Carl	R	Freiberg
15566	Edward	D	Bono
15567	Jon	NULL	Chandler
15568	Stuart	NULL	Timmons
15569	Paulo	NULL	Coelho
15570	Paulo	NULL	Coelho
15571	Sherrie	NULL	Krantz
15572	Matt	NULL	Briggs
15573	Jewel	NULL	Jewel
15574	Kenneth	NULL	Koch
15575	Jack	NULL	Handey
15576	Robert	NULL	Schnelle
15577	Sappho,Paul	NULL	Roche
15578	David	NULL	Schiller
15579	Sherrie	NULL	Krantz
15580	Eric	NULL	Schiller
15581	G.	K	Kasparov
15582	Robin	NULL	McKinley
15583	Robin	NULL	McKinley
15584	Luke	D	Kurtz
15585	David	NULL	Milgrim
15586	Lisa	M	Moore
15587	Orson	S	Card
15588	Nina	NULL	Barbaresi
15589	John	D	McGavin
15590	Rosemary	NULL	Rogers
15591	Mercedes	L	Lee
15592	Mercedes	NULL	Lackey
15593	Mercedes	NULL	Lackey
15594	Mercedes	NULL	Lackey
15595	Mercedes	NULL	Lackey
15596	Mercedes	NULL	Lackey
15597	Mercedes	NULL	Lackey
15598	Martin	H	Greenberg
15599	Mercedes	NULL	Lackey
15600	Mercedes	NULL	Lackey
15601	Mercedes	NULL	Lackey
15602	Mercedes	NULL	Lackey
15603	Mercedes	NULL	Lackey
15604	Bruce	NULL	Pandolfini
15605	Orson	S	Card
15606	Orson	S	Card
15607	Orson	S	Card
15608	Orson	S	Card
15609	Orson	S	Card
15610	Orson	S	Card
15611	Orson	S	Card
15612	Orson	S	Card
15613	Orson	S	Card
15614	Orson	S	Card
15615	Lee	M	Gamble
15616	Orson	S	Card
15617	Orson	S	Card
15618	Orson	S	Card
15619	Orson	S	Card
15620	Mickey	Z	Reichert
15621	Mickey	Z	Reichert
15622	Mickey	Z	Reichert
15623	Mickey	Z	Reichert
15624	Mickey	Z	Reichert
15625	Mickey	Z	Reichert
15626	Marion	Z	Lackey
15627	Ann	NULL	Marston
15628	Ann	NULL	Marston
15629	Ann	NULL	Marston
15630	Ann	NULL	Marston
15631	Anne	NULL	Bishop
15632	Anne	NULL	Bishop
15633	Anne	NULL	Bishop
15634	Anne	NULL	Bishop
15635	Leslie	C	Speare
15636	American	H	Association
15637	Pam	E	Horowitz
15638	Becky	A	Bailey
15639	Richard	H	Pitcairn
15640	Marshall	H	Klaus
15641	Christiane	N	M.D.
15642	Elaine	NULL	Martin
15643	Randall	NULL	Neustaedter
15644	Deborah	NULL	Taylor-Hough
15645	Susan	NULL	Osborn
15646	Alison	NULL	Mack
15647	Diana	NULL	West
15648	Tracy	F	Liflander
15649	Martha	S	Sears
15650	James	NULL	Eade
15651	David	H	Whyld
15652	Roald	D	Blake
15653	Mary	T	Verleye
15654	Shel	S	Silverstein
15655	Shel	S	Silverstein
15656	Christina	M	Anello
15657	Elaine	S	James
15658	J.	E	Lohr
15659	Ray	NULL	Hansen
15660	Ray	NULL	Hansen
15661	Jack	M	Gentieu
15662	Nora	NULL	Roberts
15663	Nora	NULL	Roberts
15664	Dan	NULL	Simmons
15665	Poul	NULL	Anderson
15666	Vicki	NULL	Iovine
15667	Nora	NULL	Roberts
15668	Norma	J	Bumgarner
15669	Diane	NULL	Bengson
15670	Anne	NULL	Bishop
15671	Mickey	Z	Reichert
15672	Mickey	Z	Reichert
15673	Danielle	NULL	Steel
15674	Philip	NULL	Smith
15675	Antonia	B	Lynch
15676	Editors	O	Digest
15677	Toni	NULL	Weschler
15678	Janet	Z	Walton
15679	Mayo	NULL	Clinic
15680	Peggy	NULL	O'Mara
15681	Ann	M	Martin
15682	Ann	M	Martin
15683	John	P	Clark
15684	John	P	Roge
15685	Peter	L	Talbot
15686	Bill	A	Jr.
15687	Deborah	NULL	Gregory
15688	Garth	NULL	Nix
15689	Katherine	A	Applegate
15690	Patricia	C	Lucas
15691	Peni	R	Griffin
15692	Avi	NULL	Avi
15693	Lucasfilm	L	Cast
15694	Silver	NULL	RavenWolf
15695	Brett	B	Butler
15696	Michael	P	Mcquay
15697	Annette	F	Romanowski
15698	Julie	NULL	Kistler
15699	Tui	S	Harrison
15700	Ann	M	Martin
15701	John	NULL	Tobler
15702	Jimmy	G	O'Donnell,Kensington
15703	John	NULL	Madden
15704	John	NULL	Madden
15705	Albert	NULL	Goldman
15706	Jimmy	NULL	Buffett
15707	Arthur	C	Clarke
15708	Stephen	NULL	King
15709	Stephen	NULL	King
15710	Judith	NULL	Stacy
15711	Antoinette	NULL	May
15712	Bob	N	Economy
15713	James	NULL	Axler
15714	Ashley	NULL	McConnell
15715	Ashley	NULL	McConnell
15716	Ashley	NULL	McConnell
15717	L.	F	Baum
15718	Megan	NULL	Stine
15719	Robert	NULL	Arthur
15720	Cindy	NULL	Gerard
15721	Don	NULL	Pendelton
15722	Don	NULL	Pendelton
15723	Don	NULL	Pendleton
